"ID","area_code","area_name","observe_time","data_time","solar_radiation","wind_direction_ten","wind_direction_hundred","wind_speed_ten","wind_speed_hundred"
456113,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 01:30:00.000000',NULL,47.6800,52.3700,4.7100,9.8500
456114,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 01:45:00.000000',0.0000,52.0600,51.5000,NULL,8.9500
456115,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 01:45:00.000000',NULL,52.0600,51.5000,4.9800,NULL
456116,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 01:45:00.000000',0.0000,NULL,NULL,4.7300,8.2800
456117,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 01:45:00.000000',0.0000,50.7400,57.8000,3.7400,7.5300
456118,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 01:45:00.000000',NULL,24.3800,31.2700,NULL,4.5800
456119,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 01:45:00.000000',0.0000,NULL,55.1900,3.7100,6.5200
456120,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 01:45:00.000000',0.0000,47.9800,51.9300,5.2900,9.7700
456121,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 02:00:00.000000',0.0000,NULL,50.8900,5.4100,8.9900
456122,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 02:00:00.000000',0.0000,50.3000,50.8900,5.4100,8.9900
456123,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 02:00:00.000000',0.0000,NULL,49.1200,5.1100,NULL
456124,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 02:00:00.000000',0.0000,51.4200,NULL,4.2500,7.4500
456125,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 02:00:00.000000',0.0000,20.7200,30.2700,2.4300,4.6400
456126,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 02:00:00.000000',0.0000,NULL,54.5200,4.0300,6.6100
456127,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 02:00:00.000000',0.0000,NULL,51.4800,5.8800,9.6900
456128,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 02:15:00.000000',0.0000,49.8900,NULL,5.0000,8.9600
456129,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 02:15:00.000000',0.0000,49.8900,NULL,5.0000,8.9600
456130,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 02:15:00.000000',0.0000,45.1000,48.9400,4.8700,8.3100
456131,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 02:15:00.000000',0.0000,49.8100,56.2500,3.5900,7.4200
456132,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 02:15:00.000000',0.0000,NULL,30.2700,NULL,NULL
456133,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 02:15:00.000000',0.0000,47.2900,54.3200,NULL,6.5600
456134,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 02:15:00.000000',0.0000,47.2400,51.3300,5.1800,NULL
456135,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 02:30:00.000000',0.0000,NULL,50.4100,NULL,8.9300
456136,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 02:30:00.000000',0.0000,NULL,50.4100,4.5900,8.9300
456137,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 02:30:00.000000',0.0000,43.1400,48.7600,NULL,8.2700
456138,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 02:30:00.000000',0.0000,47.4900,55.5100,2.9400,NULL
456139,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 02:30:00.000000',0.0000,30.4000,NULL,NULL,4.8000
456140,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 02:30:00.000000',0.0000,42.3000,54.1300,NULL,6.5000
456141,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 02:30:00.000000',0.0000,45.9300,51.1700,4.4800,9.8500
456142,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 02:45:00.000000',0.0000,NULL,50.1700,4.1800,8.9000
456143,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 02:45:00.000000',NULL,48.8100,50.1700,4.1800,8.9000
456144,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 02:45:00.000000',0.0000,40.9800,48.5700,4.4100,8.2400
456145,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 02:45:00.000000',NULL,43.8600,54.7700,2.3000,7.3700
456146,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 02:45:00.000000',0.0000,37.7200,30.2700,1.6100,4.8700
456147,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 02:45:00.000000',0.0000,NULL,53.9300,3.7600,6.4500
456148,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 02:45:00.000000',0.0000,44.1500,NULL,3.7800,9.9300
456149,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 03:00:00.000000',0.0000,48.1000,49.9200,NULL,8.8700
456150,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 03:00:00.000000',0.0000,48.1000,49.9200,NULL,8.8700
456151,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 03:00:00.000000',0.0000,38.5800,48.3800,4.1900,NULL
456152,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 03:00:00.000000',0.0000,37.4700,NULL,1.6700,NULL
456153,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 03:00:00.000000',0.0000,47.5700,NULL,NULL,4.9500
456154,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 03:00:00.000000',0.0000,31.7900,53.7300,3.7300,6.4000
456155,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 03:00:00.000000',0.0000,41.5600,NULL,3.0900,10.0000
456156,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 03:15:00.000000',0.0000,51.0700,49.6800,3.7900,8.8400
456157,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 03:15:00.000000',0.0000,51.0700,49.6800,3.7900,8.8400
456158,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 03:15:00.000000',0.0000,44.0200,NULL,4.1900,8.1600
456159,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 03:15:00.000000',0.0000,34.3000,53.2700,1.7500,7.3200
456160,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 03:15:00.000000',0.0000,42.6600,30.2800,1.2400,5.0300
456161,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 03:15:00.000000',NULL,39.1700,53.5300,3.5900,NULL
456162,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 03:15:00.000000',NULL,NULL,50.7300,3.1000,10.0800
456163,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 03:30:00.000000',0.0000,54.0000,49.4400,3.8200,8.8100
456164,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 03:30:00.000000',0.0000,NULL,NULL,NULL,8.8100
456165,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 03:30:00.000000',NULL,49.4100,48.0000,4.2300,NULL
456166,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 03:30:00.000000',0.0000,31.3900,NULL,1.8200,7.3000
456167,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 03:30:00.000000',0.0000,36.5500,30.2800,1.1100,5.1000
456168,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 03:30:00.000000',0.0000,NULL,53.3200,3.5000,NULL
456169,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 03:30:00.000000',NULL,42.1400,50.5800,NULL,10.1600
456170,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 03:45:00.000000',NULL,56.8900,49.1900,NULL,8.7900
456171,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 03:45:00.000000',0.0000,NULL,49.1900,3.8600,8.7900
456172,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 03:45:00.000000',0.0000,NULL,47.8100,4.3100,8.0900
456173,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 03:45:00.000000',0.0000,NULL,NULL,1.9000,7.2800
456174,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 03:45:00.000000',NULL,NULL,30.2800,1.0000,NULL
456175,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 03:45:00.000000',NULL,55.1100,53.1100,3.4900,NULL
456176,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 03:45:00.000000',0.0000,42.4200,NULL,3.1400,10.2400
456177,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 04:00:00.000000',0.0000,59.7100,NULL,3.9000,NULL
456178,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 04:00:00.000000',0.0000,59.7100,48.9400,3.9000,8.7600
456179,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 04:00:00.000000',0.0000,NULL,47.6200,4.4200,8.0600
456180,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 04:00:00.000000',0.0000,26.2600,50.9900,1.9900,7.2700
456181,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 04:00:00.000000',0.0000,NULL,NULL,0.9100,5.2600
456182,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 04:00:00.000000',NULL,NULL,52.9000,NULL,6.1800
456183,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 04:00:00.000000',0.0000,NULL,50.3000,3.1600,10.3100
456184,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 04:15:00.000000',NULL,56.1300,NULL,4.1900,8.7300
456185,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 04:15:00.000000',0.0000,NULL,48.6900,4.1900,8.7300
456186,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 04:15:00.000000',0.0000,55.9300,47.4200,4.4900,NULL
456187,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 04:15:00.000000',0.0000,32.5400,50.2200,2.5000,7.2500
456188,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 04:15:00.000000',NULL,20.3300,30.2800,1.4500,5.3400
456189,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 04:15:00.000000',NULL,59.7600,52.6800,NULL,6.1300
456190,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 04:15:00.000000',0.0000,NULL,50.1600,3.9300,10.3900
456191,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 04:30:00.000000',0.0000,53.0300,48.4400,4.5000,NULL
456192,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 04:30:00.000000',0.0000,53.0300,48.4400,4.5000,8.7000
456193,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 04:30:00.000000',NULL,NULL,NULL,4.5800,7.9900
456194,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 04:30:00.000000',0.0000,36.6500,49.4500,3.0300,7.2400
456195,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 04:30:00.000000',0.0000,20.6600,30.2800,NULL,5.4100
456196,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 04:30:00.000000',0.0000,NULL,52.4600,3.5500,6.0800
456197,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 04:30:00.000000',NULL,46.2900,NULL,NULL,NULL
456198,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 04:45:00.000000',0.0000,50.3300,NULL,4.8200,NULL
456199,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 04:45:00.000000',0.0000,50.3300,NULL,4.8200,NULL
456200,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 04:45:00.000000',NULL,NULL,NULL,NULL,NULL
456201,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 04:45:00.000000',0.0000,39.5200,48.6800,NULL,7.2200
456202,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 04:45:00.000000',0.0000,20.8500,30.2800,2.5200,5.4900
456203,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 04:45:00.000000',0.0000,53.1200,52.2300,NULL,NULL
456204,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 04:45:00.000000',0.0000,47.3200,49.9000,5.4800,10.5500
456205,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 05:00:00.000000',0.0000,NULL,47.9200,NULL,8.6500
456206,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 05:00:00.000000',0.0000,47.9700,47.9200,5.1400,8.6500
456207,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 05:00:00.000000',0.0000,45.5500,46.8200,4.8100,7.9200
456208,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 05:00:00.000000',0.0000,41.6300,47.9000,NULL,NULL
456209,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 05:00:00.000000',0.0000,NULL,30.2800,3.0600,NULL
456210,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 05:00:00.000000',0.0000,NULL,52.0000,3.6000,5.9700
456211,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 05:00:00.000000',0.0000,48.1000,49.7600,6.2500,10.6200
456212,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 05:15:00.000000',0.0000,48.3200,48.4800,4.5800,8.6300
456213,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 05:15:00.000000',0.0000,48.3200,NULL,4.5800,8.6300
456214,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 05:15:00.000000',0.0000,NULL,47.2500,4.5500,7.8800
456215,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 05:15:00.000000',0.0000,NULL,49.1800,3.6100,7.1900
456216,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 05:15:00.000000',NULL,NULL,NULL,2.6400,5.4200
456217,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 05:15:00.000000',0.0000,47.4800,NULL,NULL,5.9400
456218,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 05:15:00.000000',0.0000,45.9900,NULL,NULL,NULL
456219,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 05:30:00.000000',NULL,48.7700,49.0500,4.0100,NULL
456220,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 05:30:00.000000',0.0000,48.7700,49.0500,4.0100,8.6000
456221,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 05:30:00.000000',0.0000,44.6800,47.6800,4.2900,7.8400
456222,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 05:30:00.000000',0.0000,37.1300,NULL,NULL,7.1800
456223,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 05:30:00.000000',0.0000,24.8600,31.4300,2.2300,5.2800
456224,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 05:30:00.000000',0.0000,45.0000,52.9400,3.4600,5.9000
456225,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 05:30:00.000000',NULL,NULL,50.8600,NULL,10.5500
456226,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 05:45:00.000000',NULL,49.3700,NULL,3.4500,8.5800
456227,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 05:45:00.000000',0.0000,49.3700,49.6100,3.4500,NULL
456228,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 05:45:00.000000',0.0000,44.1600,NULL,4.0400,7.8000
456229,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 05:45:00.000000',NULL,33.5900,NULL,2.6100,7.1800
456230,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 05:45:00.000000',0.0000,28.1300,NULL,1.8200,NULL
456231,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 05:45:00.000000',NULL,42.4200,53.4100,3.3900,NULL
456232,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 05:45:00.000000',0.0000,39.7300,51.4100,NULL,NULL
456233,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 06:00:00.000000',0.0000,NULL,NULL,2.8800,8.5700
456234,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 06:00:00.000000',0.0000,50.2000,50.1800,2.8800,8.5700
456235,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 06:00:00.000000',0.0000,43.5800,48.5500,3.7800,NULL
456236,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 06:00:00.000000',0.0000,28.4200,53.0400,NULL,NULL
456237,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 06:00:00.000000',0.0000,33.2900,32.7100,1.4100,5.0000
456238,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 06:00:00.000000',0.0000,39.7600,53.9000,3.3400,5.8300
456239,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 06:00:00.000000',0.0000,NULL,51.9600,3.5800,NULL
456240,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 06:15:00.000000',NULL,52.6200,50.7500,3.0600,NULL
456241,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 06:15:00.000000',0.0000,52.6200,50.7500,NULL,NULL
456242,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 06:15:00.000000',0.0000,44.1800,48.9900,3.7300,7.7200
456243,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 06:15:00.000000',0.0000,NULL,54.3300,2.1900,7.1700
456244,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 06:15:00.000000',NULL,NULL,33.4000,1.4500,4.8600
456245,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 06:15:00.000000',0.0000,39.8400,54.3800,3.2100,NULL
456246,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 06:15:00.000000',0.0000,37.9700,52.5200,3.6900,10.4500
456247,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 06:30:00.000000',1.1500,54.7600,51.3300,3.2400,NULL
456248,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 06:30:00.000000',NULL,54.7600,51.3300,3.2400,8.5300
456249,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 06:30:00.000000',NULL,44.8000,49.4400,3.6900,NULL
456250,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 06:30:00.000000',0.7800,34.7300,55.6200,2.2600,7.1700
456251,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 06:30:00.000000',0.6500,40.9600,34.1400,1.5000,NULL
456252,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 06:30:00.000000',1.4700,39.9300,NULL,3.0900,5.7600
456253,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 06:30:00.000000',NULL,40.8800,53.0800,3.8100,10.4200
456254,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 06:45:00.000000',NULL,NULL,51.9000,NULL,8.5100
456255,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 06:45:00.000000',5.2900,56.6800,51.9000,3.4200,NULL
456256,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 06:45:00.000000',5.4200,45.4400,49.8900,3.6400,NULL
456257,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 06:45:00.000000',4.8900,NULL,NULL,2.3400,7.1800
456258,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 06:45:00.000000',4.7400,44.4500,NULL,1.5500,NULL
456259,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 06:45:00.000000',5.6300,NULL,55.3800,NULL,NULL
456260,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 06:45:00.000000',NULL,43.6000,53.6500,3.9400,10.3900
456261,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 07:00:00.000000',22.4300,58.4000,52.4800,3.6100,NULL
456262,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 07:00:00.000000',NULL,NULL,NULL,3.6100,8.5000
456263,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 07:00:00.000000',18.7300,46.0900,NULL,3.6000,7.6100
456264,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 07:00:00.000000',17.7600,NULL,58.1900,NULL,7.1900
456265,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 07:00:00.000000',15.0000,NULL,35.7500,1.6100,4.4500
456266,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 07:00:00.000000',22.6300,40.1300,55.8800,2.8300,5.6900
456267,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 07:00:00.000000',17.0500,46.1500,NULL,4.0800,10.3600
456268,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 07:15:00.000000',27.4800,57.5600,53.0600,NULL,8.4800
456269,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 07:15:00.000000',27.4800,NULL,NULL,4.0900,8.4800
456270,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 07:15:00.000000',23.5700,48.0900,50.8100,3.9500,NULL
456271,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 07:15:00.000000',22.6300,48.1700,59.4700,2.9300,7.2000
456272,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 07:15:00.000000',NULL,43.5100,36.6300,1.8400,4.3200
456273,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 07:15:00.000000',27.2200,NULL,NULL,NULL,5.6600
456274,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 07:15:00.000000',NULL,NULL,54.7900,NULL,NULL
456275,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 07:30:00.000000',NULL,56.9000,53.6400,4.5800,8.4700
456276,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 07:30:00.000000',32.4500,56.9000,53.6400,4.5800,8.4700
456277,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 07:30:00.000000',28.3300,NULL,51.2700,NULL,7.5400
456278,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 07:30:00.000000',27.8600,53.6500,NULL,3.4800,7.2200
456279,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 07:30:00.000000',NULL,NULL,37.5700,2.0800,4.1800
456280,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 07:30:00.000000',31.7400,49.9900,56.9100,3.3000,5.6200
456281,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 07:30:00.000000',27.7700,51.9300,NULL,5.4300,10.3100
456282,'330800','衢州市','2023-11-10 20:00:00.000000','2023-11-11 07:45:00.000000',37.6900,56.3700,54.2300,NULL,8.4600
456283,'330802','柯城区','2023-11-10 20:00:00.000000','2023-11-11 07:45:00.000000',37.6900,NULL,54.2300,NULL,8.4600
456284,'330803','衢江区','2023-11-10 20:00:00.000000','2023-11-11 07:45:00.000000',NULL,NULL,NULL,4.6600,7.5000
456285,'330822','常山县','2023-11-10 20:00:00.000000','2023-11-11 07:45:00.000000',NULL,57.6100,62.0100,4.0500,NULL
456286,'330824','开化县','2023-11-10 20:00:00.000000','2023-11-11 07:45:00.000000',39.1000,37.7200,38.5700,2.3300,4.0500
456287,'330825','龙游县','2023-11-10 20:00:00.000000','2023-11-11 07:45:00.000000',36.2500,53.8900,NULL,3.5700,5.5900
456288,'330881','江山市','2023-11-10 20:00:00.000000','2023-11-11 07:45:00.000000',33.5200,NULL,NULL,NULL,10.2800
456289,'330800','衢州市','2023-11-11 08:00:00.000000','2023-11-11 08:00:00.000000',NULL,NULL,52.9700,5.0900,NULL
456290,'330802','柯城区','2023-11-11 08:00:00.000000','2023-11-11 08:00:00.000000',NULL,53.7400,52.9700,NULL,8.0500
456291,'330803','衢江区','2023-11-11 08:00:00.000000','2023-11-11 08:00:00.000000',59.5800,48.4200,49.0700,NULL,7.3400
456292,'330822','常山县','2023-11-11 08:00:00.000000','2023-11-11 08:00:00.000000',67.4600,58.5100,NULL,4.5200,NULL
456293,'330824','开化县','2023-11-11 08:00:00.000000','2023-11-11 08:00:00.000000',NULL,NULL,38.2300,2.5600,NULL
456294,'330825','龙游县','2023-11-11 08:00:00.000000','2023-11-11 08:00:00.000000',65.4000,55.2400,NULL,4.0200,NULL
456295,'330881','江山市','2023-11-11 08:00:00.000000','2023-11-11 08:00:00.000000',44.8600,51.2500,53.0900,5.8600,9.5000
456296,'330800','衢州市','2023-11-11 08:00:00.000000','2023-11-11 08:15:00.000000',70.2200,55.5800,53.9700,4.7900,8.1000
456297,'330802','柯城区','2023-11-11 08:00:00.000000','2023-11-11 08:15:00.000000',70.2200,55.5800,NULL,4.7900,8.1000
456298,'330803','衢江区','2023-11-11 08:00:00.000000','2023-11-11 08:15:00.000000',65.1900,49.5400,50.5400,4.5300,NULL
456299,'330822','常山县','2023-11-11 08:00:00.000000','2023-11-11 08:15:00.000000',75.0200,57.0300,61.8800,4.1000,7.3500
456300,'330824','开化县','2023-11-11 08:00:00.000000','2023-11-11 08:15:00.000000',NULL,NULL,40.0500,2.4000,3.8800
456301,'330825','龙游县','2023-11-11 08:00:00.000000','2023-11-11 08:15:00.000000',NULL,53.2300,NULL,3.7400,6.0100
456302,'330881','江山市','2023-11-11 08:00:00.000000','2023-11-11 08:15:00.000000',51.4400,50.3900,53.3100,5.5000,9.5100
456303,'330800','衢州市','2023-11-11 08:00:00.000000','2023-11-11 08:30:00.000000',75.5700,57.6600,NULL,NULL,NULL
456304,'330802','柯城区','2023-11-11 08:00:00.000000','2023-11-11 08:30:00.000000',75.5700,57.6600,54.9700,4.4900,8.1500
456305,'330803','衢江区','2023-11-11 08:00:00.000000','2023-11-11 08:30:00.000000',70.3800,NULL,NULL,NULL,7.4300
456306,'330822','常山县','2023-11-11 08:00:00.000000','2023-11-11 08:30:00.000000',NULL,NULL,62.3500,NULL,7.4400
456307,'330824','开化县','2023-11-11 08:00:00.000000','2023-11-11 08:30:00.000000',92.0100,NULL,41.8400,NULL,3.9200
456308,'330825','龙游县','2023-11-11 08:00:00.000000','2023-11-11 08:30:00.000000',NULL,50.9100,NULL,3.4700,6.0600
456309,'330881','江山市','2023-11-11 08:00:00.000000','2023-11-11 08:30:00.000000',NULL,49.4200,53.5300,5.1400,9.5100
456310,'330800','衢州市','2023-11-11 08:00:00.000000','2023-11-11 08:45:00.000000',83.2700,60.0300,55.9500,NULL,NULL
456311,'330802','柯城区','2023-11-11 08:00:00.000000','2023-11-11 08:45:00.000000',83.2700,NULL,55.9500,4.2000,8.2000
456312,'330803','衢江区','2023-11-11 08:00:00.000000','2023-11-11 08:45:00.000000',79.6300,52.1900,53.4300,4.0500,7.4800
456313,'330822','常山县','2023-11-11 08:00:00.000000','2023-11-11 08:45:00.000000',NULL,52.9100,NULL,NULL,7.5400
456314,'330824','开化县','2023-11-11 08:00:00.000000','2023-11-11 08:45:00.000000',NULL,NULL,NULL,2.1200,NULL
456315,'330825','龙游县','2023-11-11 08:00:00.000000','2023-11-11 08:45:00.000000',87.6300,NULL,NULL,3.2000,NULL
456316,'330881','江山市','2023-11-11 08:00:00.000000','2023-11-11 08:45:00.000000',NULL,48.2900,53.7500,NULL,9.5100
456317,'330800','衢州市','2023-11-11 08:00:00.000000','2023-11-11 09:00:00.000000',NULL,62.7500,56.9200,NULL,8.2600
456318,'330802','柯城区','2023-11-11 08:00:00.000000','2023-11-11 09:00:00.000000',98.5400,62.7500,56.9200,3.9200,8.2600
456319,'330803','衢江区','2023-11-11 08:00:00.000000','2023-11-11 09:00:00.000000',96.5000,53.7600,54.8500,3.8200,NULL
