"ID","area_code","area_name","observe_time","data_time","rain","temperature","humidity","solar_radiation","wind_direction_ten","wind_direction_hundred","wind_speed_ten","wind_speed_hundred","cloud_amount"
43406,'330824','开化县','2023-11-15 20:00:00.000000','2023-11-15 23:00:00.000000',1.6100,12.4600,68.3300,0.0000,331.7800,347.4000,1.5700,3.5100,100.0000
43407,'330824','开化县','2023-11-15 20:00:00.000000','2023-11-15 20:00:00.000000',0.0000,13.2500,53.0500,0.0000,9.7900,40.9300,NULL,1.9600,NULL
43408,'330881','江山市','2023-11-15 20:00:00.000000','2023-11-16 05:00:00.000000',4.6600,11.9500,93.5200,0.0000,255.5100,254.8100,NULL,3.2500,100.0000
43409,'330825','龙游县','2023-11-15 20:00:00.000000','2023-11-16 05:00:00.000000',2.6400,12.5700,80.8600,0.0000,271.1400,272.1800,2.3600,4.6200,100.0000
43410,'330825','龙游县','2023-11-15 20:00:00.000000','2023-11-16 02:00:00.000000',1.7500,NULL,77.6400,0.0000,239.4600,278.3800,0.8400,0.9600,100.0000
43411,'330824','开化县','2023-11-15 20:00:00.000000','2023-11-16 05:00:00.000000',3.4800,11.0600,76.0200,0.0000,323.5000,328.2200,3.2600,NULL,100.0000
43412,'330824','开化县','2023-11-15 20:00:00.000000','2023-11-16 02:00:00.000000',3.2100,12.2200,82.7400,NULL,291.5500,290.2600,1.7400,3.9700,100.0000
43413,'330800','衢州市','2023-11-15 20:00:00.000000','2023-11-15 20:00:00.000000',NULL,14.4200,38.3700,0.0000,46.1300,NULL,1.7600,NULL,100.0000
43414,'330803','衢江区','2023-11-15 20:00:00.000000','2023-11-15 20:00:00.000000',0.0000,14.6700,39.4100,0.0000,46.3300,49.6800,1.5400,4.0300,100.0000
43415,'330802','柯城区','2023-11-15 20:00:00.000000','2023-11-15 20:00:00.000000',0.0000,14.4200,38.3700,0.0000,NULL,54.5400,1.7600,4.4100,100.0000
43416,'330800','衢州市','2023-11-15 20:00:00.000000','2023-11-15 23:00:00.000000',0.2600,14.3800,39.3100,NULL,13.3300,NULL,1.2800,3.2200,100.0000
43417,'330803','衢江区','2023-11-15 20:00:00.000000','2023-11-15 23:00:00.000000',0.0000,14.7200,NULL,0.0000,20.5800,29.2200,1.5400,3.7100,NULL
43418,'330822','常山县','2023-11-15 20:00:00.000000','2023-11-15 20:00:00.000000',0.0000,13.9200,49.7300,0.0000,50.0100,65.6300,NULL,4.0600,100.0000
43419,'330800','衢州市','2023-11-15 20:00:00.000000','2023-11-16 02:00:00.000000',3.2300,12.8100,81.5000,0.0000,230.2700,237.4900,2.1100,3.8800,100.0000
43420,'330802','柯城区','2023-11-15 20:00:00.000000','2023-11-15 23:00:00.000000',0.2600,14.3800,39.3100,0.0000,13.3300,30.3500,1.2800,3.2200,NULL
43421,'330803','衢江区','2023-11-15 20:00:00.000000','2023-11-16 02:00:00.000000',NULL,12.9400,78.7700,0.0000,225.7300,231.3400,2.2600,3.7300,100.0000
43422,'330802','柯城区','2023-11-15 20:00:00.000000','2023-11-16 02:00:00.000000',NULL,12.8100,81.5000,0.0000,230.2700,237.4900,2.1100,3.8800,100.0000
43423,'330800','衢州市','2023-11-15 20:00:00.000000','2023-11-16 05:00:00.000000',3.1600,12.7100,84.5600,0.0000,242.8600,255.0700,1.7400,3.8700,100.0000
43424,'330822','常山县','2023-11-15 20:00:00.000000','2023-11-15 23:00:00.000000',1.4400,12.9800,69.4500,0.0000,NULL,347.3000,1.7000,3.5800,100.0000
43425,'330822','常山县','2023-11-15 20:00:00.000000','2023-11-16 05:00:00.000000',4.9500,12.1900,85.3300,0.0000,331.5400,325.8100,2.5000,4.7800,100.0000
43426,'330803','衢江区','2023-11-15 20:00:00.000000','2023-11-16 05:00:00.000000',3.2000,12.8400,83.4000,0.0000,238.1700,247.2000,1.7000,3.9700,100.0000
43427,'330822','常山县','2023-11-15 20:00:00.000000','2023-11-16 02:00:00.000000',4.8300,12.5100,84.1000,0.0000,251.0700,274.1500,0.9100,2.2500,100.0000
43428,'330802','柯城区','2023-11-15 20:00:00.000000','2023-11-16 05:00:00.000000',3.1600,12.7100,84.5600,NULL,242.8600,NULL,1.7400,3.8700,100.0000
43429,'330881','江山市','2023-11-16 08:00:00.000000','2023-11-16 11:00:00.000000',0.0000,NULL,33.9900,468.4300,315.5200,316.5900,5.2800,7.5800,32.7400
43430,'330881','江山市','2023-11-16 08:00:00.000000','2023-11-16 08:00:00.000000',0.0000,11.0200,76.2600,122.9200,NULL,306.9700,2.5400,4.0500,100.0000
43431,'330881','江山市','2023-11-16 08:00:00.000000','2023-11-16 17:00:00.000000',0.0000,12.3700,24.6100,7.0100,278.9300,283.1000,3.1900,6.4600,23.1900
43432,'330881','江山市','2023-11-16 08:00:00.000000','2023-11-16 14:00:00.000000',0.0000,14.6800,20.9500,361.5800,295.1100,NULL,4.3500,6.0700,45.0300
43433,'330825','龙游县','2023-11-16 08:00:00.000000','2023-11-16 14:00:00.000000',0.1200,16.1200,17.0500,478.9100,299.8900,NULL,4.1100,5.5800,9.0200
43434,'330824','开化县','2023-11-16 08:00:00.000000','2023-11-16 14:00:00.000000',0.0000,14.7100,16.8600,500.7500,311.3500,311.0700,3.5200,4.9100,6.5700
43435,'330825','龙游县','2023-11-16 08:00:00.000000','2023-11-16 11:00:00.000000',0.3900,13.8100,48.4000,304.4000,299.7500,300.5500,2.1600,2.9800,85.1500
43436,'330825','龙游县','2023-11-16 08:00:00.000000','2023-11-16 08:00:00.000000',NULL,11.1700,67.7200,124.6300,350.9500,339.6400,1.0300,2.3700,100.0000
43437,'330824','开化县','2023-11-16 08:00:00.000000','2023-11-16 11:00:00.000000',0.0000,13.4500,23.3700,455.5100,317.4800,317.8600,4.9400,7.0900,45.6100
43438,'330824','开化县','2023-11-16 08:00:00.000000','2023-11-16 08:00:00.000000',0.0000,10.1400,68.2900,120.6100,305.7000,307.0800,2.8000,4.1700,91.7300
43439,'330825','龙游县','2023-11-16 08:00:00.000000','2023-11-16 17:00:00.000000',0.0000,13.0800,21.8200,6.2000,304.2100,303.3800,2.6200,NULL,NULL
43440,'330824','开化县','2023-11-16 08:00:00.000000','2023-11-16 17:00:00.000000',0.0000,12.0600,22.2200,10.8300,281.0600,283.5500,2.4900,5.3900,7.9900
43441,'330800','衢州市','2023-11-16 08:00:00.000000','2023-11-16 11:00:00.000000',NULL,NULL,28.6400,412.8700,NULL,304.8600,4.2200,5.8900,52.5100
43442,'330800','衢州市','2023-11-16 08:00:00.000000','2023-11-16 17:00:00.000000',0.0000,NULL,23.7500,11.5700,263.0800,270.0700,2.6100,5.8200,22.3300
43443,'330803','衢江区','2023-11-16 08:00:00.000000','2023-11-16 11:00:00.000000',0.1200,14.8800,37.1500,341.2600,287.1700,290.9300,3.2900,4.4900,72.9500
43444,'330803','衢江区','2023-11-16 08:00:00.000000','2023-11-16 17:00:00.000000',0.0000,12.8400,26.8900,11.0000,269.0200,274.0900,NULL,5.5100,14.1600
43445,'330800','衢州市','2023-11-16 08:00:00.000000','2023-11-16 08:00:00.000000',0.0000,11.9700,73.1500,123.1800,288.4600,NULL,1.4600,2.4700,99.4100
43446,'330800','衢州市','2023-11-16 08:00:00.000000','2023-11-16 14:00:00.000000',0.0000,15.7700,16.8000,484.0200,288.7400,291.3800,3.7900,5.2400,NULL
43447,'330802','柯城区','2023-11-16 08:00:00.000000','2023-11-16 11:00:00.000000',0.0000,14.7500,28.6400,412.8700,300.6200,304.8600,4.2200,5.8900,52.5100
43448,'330803','衢江区','2023-11-16 08:00:00.000000','2023-11-16 08:00:00.000000',0.0000,12.2700,74.5100,123.7900,335.8500,323.2400,0.5000,0.9700,99.7200
43449,'330802','柯城区','2023-11-16 08:00:00.000000','2023-11-16 17:00:00.000000',0.0000,NULL,23.7500,11.5700,NULL,270.0700,2.6100,5.8200,22.3300
43450,'330803','衢江区','2023-11-16 08:00:00.000000','2023-11-16 14:00:00.000000',NULL,16.2500,16.1500,489.4000,287.0900,288.6100,3.6900,5.0200,7.8700
43451,'330802','柯城区','2023-11-16 08:00:00.000000','2023-11-16 08:00:00.000000',0.0000,11.9700,73.1500,123.1800,NULL,293.3800,1.4600,2.4700,99.4100
43452,'330802','柯城区','2023-11-16 08:00:00.000000','2023-11-16 14:00:00.000000',0.0000,NULL,16.8000,484.0200,288.7400,291.3800,3.7900,5.2400,9.9800
43453,'330822','常山县','2023-11-16 08:00:00.000000','2023-11-16 11:00:00.000000',0.0000,NULL,31.4400,512.7500,NULL,320.8600,5.0200,7.1400,31.4800
43454,'330822','常山县','2023-11-16 08:00:00.000000','2023-11-16 08:00:00.000000',0.0000,10.5900,69.5100,121.6300,320.7200,319.8600,2.8400,4.8900,92.4200
43455,'330822','常山县','2023-11-16 08:00:00.000000','2023-11-16 17:00:00.000000',0.0000,12.1000,22.4500,12.6800,NULL,285.1600,3.0500,6.2200,12.6700
43456,'330822','常山县','2023-11-16 08:00:00.000000','2023-11-16 14:00:00.000000',0.0000,14.8700,NULL,469.9200,298.8000,300.6800,3.6900,5.1500,12.7500
43457,'330881','江山市','2023-11-16 20:00:00.000000','2023-11-16 23:00:00.000000',0.0000,7.0300,61.0300,0.0000,226.6900,251.9900,1.7400,4.3500,29.3700
43458,'330881','江山市','2023-11-16 20:00:00.000000','2023-11-16 20:00:00.000000',0.0000,10.5100,42.6900,NULL,248.7900,257.4200,2.6100,NULL,25.4600
43459,'330881','江山市','2023-11-16 20:00:00.000000','2023-11-17 02:00:00.000000',NULL,5.2000,72.3500,0.0000,201.4400,NULL,1.6900,2.9400,44.2700
43460,'330881','江山市','2023-11-16 20:00:00.000000','2023-11-17 05:00:00.000000',0.0000,4.3300,75.2700,0.0000,202.0200,225.1400,1.7000,NULL,80.5100
43461,'330825','龙游县','2023-11-16 20:00:00.000000','2023-11-16 23:00:00.000000',0.0000,8.6200,50.1000,0.0000,255.7300,258.7400,2.7100,NULL,17.4900
43462,'330825','龙游县','2023-11-16 20:00:00.000000','2023-11-16 20:00:00.000000',0.0000,10.6300,46.3400,NULL,268.1300,271.3400,NULL,5.3300,31.4700
43463,'330824','开化县','2023-11-16 20:00:00.000000','2023-11-16 23:00:00.000000',0.0000,7.6100,45.5800,0.0000,286.7200,286.9700,2.2200,5.3800,15.1900
43464,'330824','开化县','2023-11-16 20:00:00.000000','2023-11-16 20:00:00.000000',0.0000,10.9000,33.5600,0.0000,279.2900,281.6600,3.1200,6.1200,9.0300
43465,'330800','衢州市','2023-11-16 20:00:00.000000','2023-11-16 20:00:00.000000',0.0000,11.0100,39.9400,0.0000,267.2300,268.8400,NULL,5.9600,14.4500
43466,'330803','衢江区','2023-11-16 20:00:00.000000','2023-11-16 20:00:00.000000',0.0000,11.0200,45.4600,0.0000,262.2000,NULL,3.0700,6.5600,16.1500
43467,'330825','龙游县','2023-11-16 20:00:00.000000','2023-11-17 05:00:00.000000',0.0000,6.2000,54.6900,0.0000,239.9900,245.3600,3.1500,6.9600,27.5800
43468,'330825','龙游县','2023-11-16 20:00:00.000000','2023-11-17 02:00:00.000000',0.0000,6.9900,57.5000,0.0000,246.0400,251.1800,2.6900,6.1200,33.9900
43469,'330824','开化县','2023-11-16 20:00:00.000000','2023-11-17 05:00:00.000000',0.0000,4.3400,63.7800,0.0000,298.0800,282.0500,1.5100,4.0200,29.3600
43470,'330802','柯城区','2023-11-16 20:00:00.000000','2023-11-16 20:00:00.000000',0.0000,11.0100,39.9400,NULL,267.2300,268.8400,2.6600,5.9600,14.4500
43471,'330824','开化县','2023-11-16 20:00:00.000000','2023-11-17 02:00:00.000000',0.0000,5.6300,57.2000,0.0000,298.0300,289.3400,1.7200,4.2600,29.0200
43472,'330800','衢州市','2023-11-16 20:00:00.000000','2023-11-16 23:00:00.000000',0.0000,8.2400,49.4200,0.0000,262.7200,266.2700,2.3300,5.3800,24.2900
43473,'330803','衢江区','2023-11-16 20:00:00.000000','2023-11-16 23:00:00.000000',0.0000,8.9900,44.9700,0.0000,253.8200,256.1100,2.9700,6.3000,NULL
43474,'330800','衢州市','2023-11-16 20:00:00.000000','2023-11-17 02:00:00.000000',0.0000,6.0100,64.9300,0.0000,267.1100,261.5500,2.0400,NULL,88.5200
43475,'330802','柯城区','2023-11-16 20:00:00.000000','2023-11-16 23:00:00.000000',0.0000,8.2400,49.4200,0.0000,262.7200,266.2700,2.3300,5.3800,24.2900
43476,'330803','衢江区','2023-11-16 20:00:00.000000','2023-11-17 02:00:00.000000',0.0000,6.8000,59.4600,0.0000,253.1300,NULL,2.5500,5.9600,66.0000
43477,'330822','常山县','2023-11-16 20:00:00.000000','2023-11-16 20:00:00.000000',0.0000,10.8200,35.6300,NULL,266.7200,273.0700,2.0500,5.1100,33.3500
43478,'330802','柯城区','2023-11-16 20:00:00.000000','2023-11-17 02:00:00.000000',0.0000,NULL,NULL,0.0000,267.1100,261.5500,2.0400,4.9400,88.5200
43479,'330800','衢州市','2023-11-16 20:00:00.000000','2023-11-17 05:00:00.000000',0.0000,4.9200,68.2900,0.0000,262.0500,252.9200,NULL,5.1500,64.5400
43480,'330803','衢江区','2023-11-16 20:00:00.000000','2023-11-17 05:00:00.000000',0.0000,5.8600,60.8100,0.0000,248.1400,247.5300,2.7600,6.3900,NULL
43481,'330802','柯城区','2023-11-16 20:00:00.000000','2023-11-17 05:00:00.000000',0.0000,4.9200,68.2900,0.0000,262.0500,252.9200,2.1700,5.1500,64.5400
43482,'330822','常山县','2023-11-16 20:00:00.000000','2023-11-16 23:00:00.000000',0.0000,6.7800,60.3900,NULL,NULL,NULL,1.6100,NULL,38.4400
43483,'330822','常山县','2023-11-16 20:00:00.000000','2023-11-17 05:00:00.000000',0.0000,3.3800,NULL,0.0000,209.7100,243.8400,NULL,1.2500,44.4900
43484,'330822','常山县','2023-11-16 20:00:00.000000','2023-11-17 02:00:00.000000',0.0000,5.3600,67.9300,0.0000,269.0800,291.5800,1.1000,2.5800,NULL
43485,'330822','常山县','2023-11-17 08:00:00.000000','2023-11-17 17:00:00.000000',0.0000,10.9600,35.6800,13.3900,281.0900,287.9200,1.9100,3.8600,80.1300
43486,'330822','常山县','2023-11-17 08:00:00.000000','2023-11-17 14:00:00.000000',NULL,NULL,10.8900,321.1400,293.3200,292.4200,3.3700,4.6600,43.7100
43487,'330881','江山市','2023-11-17 08:00:00.000000','2023-11-17 11:00:00.000000',0.0000,12.3700,21.5400,290.0400,239.2100,240.0300,3.3900,4.5000,87.5400
43488,'330881','江山市','2023-11-17 08:00:00.000000','2023-11-17 08:00:00.000000',0.0000,6.9000,66.4300,217.2100,NULL,224.2800,2.5800,4.9500,2.6400
43489,'330881','江山市','2023-11-17 08:00:00.000000','2023-11-17 17:00:00.000000',0.0000,10.7300,37.8200,NULL,267.7100,277.5400,2.0700,3.7700,73.5200
43490,'330881','江山市','2023-11-17 08:00:00.000000','2023-11-17 14:00:00.000000',0.0000,14.8800,12.4200,247.9900,260.9700,264.7100,3.4100,4.6400,83.8200
43491,'330825','龙游县','2023-11-17 08:00:00.000000','2023-11-17 14:00:00.000000',0.0000,15.9800,10.3300,235.9500,258.0200,NULL,5.2100,7.1300,84.5200
43492,'330824','开化县','2023-11-17 08:00:00.000000','2023-11-17 14:00:00.000000',0.0000,14.2800,16.4600,NULL,282.6000,284.9100,3.9700,5.6000,70.1500
43493,'330825','龙游县','2023-11-17 08:00:00.000000','2023-11-17 11:00:00.000000',0.0000,13.6400,15.0400,351.3700,NULL,247.4200,6.1600,8.5000,70.2800
43494,'330825','龙游县','2023-11-17 08:00:00.000000','2023-11-17 08:00:00.000000',0.0000,8.5200,46.3200,220.2900,NULL,246.4700,4.2000,8.4000,3.8800
43495,'330824','开化县','2023-11-17 08:00:00.000000','2023-11-17 11:00:00.000000',0.0000,12.4500,18.2600,330.4300,272.7400,273.4500,4.2800,6.0300,76.1600
43496,'330824','开化县','2023-11-17 08:00:00.000000','2023-11-17 08:00:00.000000',0.0000,6.4000,56.2000,222.6700,241.9700,269.2200,0.7800,2.9700,0.6300
43497,'330800','衢州市','2023-11-17 08:00:00.000000','2023-11-17 11:00:00.000000',0.0000,NULL,24.0300,324.1000,NULL,245.0900,4.3000,5.7900,81.1000
43498,'330825','龙游县','2023-11-17 08:00:00.000000','2023-11-17 17:00:00.000000',0.0000,12.7900,20.1400,3.8100,247.3600,247.8700,3.5400,6.8400,16.3900
43499,'330803','衢江区','2023-11-17 08:00:00.000000','2023-11-17 11:00:00.000000',0.0000,13.2900,19.2900,319.9000,241.0300,242.0000,5.2000,7.0700,82.2800
43500,'330800','衢州市','2023-11-17 08:00:00.000000','2023-11-17 08:00:00.000000',0.0000,7.6600,55.8300,203.5400,249.2100,NULL,2.6600,4.8500,2.9500
43501,'330824','开化县','2023-11-17 08:00:00.000000','2023-11-17 17:00:00.000000',0.0000,11.6900,25.3300,4.9100,268.8600,273.6000,NULL,5.4000,30.7800
43502,'330802','柯城区','2023-11-17 08:00:00.000000','2023-11-17 11:00:00.000000',0.0000,12.8600,24.0300,324.1000,242.6600,245.0900,4.3000,5.7900,81.1000
43503,'330803','衢江区','2023-11-17 08:00:00.000000','2023-11-17 08:00:00.000000',0.0000,8.2200,52.5400,214.6600,242.8000,244.9300,3.5500,6.5700,1.2200
43504,'330800','衢州市','2023-11-17 08:00:00.000000','2023-11-17 17:00:00.000000',0.0000,12.2200,25.4400,8.9300,243.4700,249.8700,2.9100,6.2800,31.9600
43505,'330802','柯城区','2023-11-17 08:00:00.000000','2023-11-17 08:00:00.000000',0.0000,7.6600,55.8300,203.5400,249.2100,252.3100,2.6600,4.8500,2.9500
43506,'330803','衢江区','2023-11-17 08:00:00.000000','2023-11-17 17:00:00.000000',0.0000,NULL,22.0800,8.7800,237.2100,243.3000,3.8100,NULL,59.8000
43507,'330800','衢州市','2023-11-17 08:00:00.000000','2023-11-17 14:00:00.000000',0.0000,15.3900,NULL,264.6200,266.3100,269.4000,4.6500,6.4400,65.5600
43508,'330802','柯城区','2023-11-17 08:00:00.000000','2023-11-17 17:00:00.000000',0.0000,12.2200,25.4400,8.9300,243.4700,249.8700,2.9100,6.2800,31.9600
43509,'330803','衢江区','2023-11-17 08:00:00.000000','2023-11-17 14:00:00.000000',0.0000,15.7500,11.6200,240.2200,257.8900,260.7200,NULL,6.9200,80.6200
43510,'330802','柯城区','2023-11-17 08:00:00.000000','2023-11-17 14:00:00.000000',0.0000,15.3900,13.1500,264.6200,266.3100,NULL,4.6500,6.4400,65.5600
43511,'330822','常山县','2023-11-17 08:00:00.000000','2023-11-17 11:00:00.000000',0.0000,12.7900,23.0400,304.3400,240.8700,244.9500,NULL,2.5500,82.1900
43512,'330822','常山县','2023-11-17 08:00:00.000000','2023-11-17 08:00:00.000000',0.0000,5.8800,NULL,213.6400,NULL,212.5200,0.8200,1.7600,2.6100
43513,'330803','衢江区','2023-11-17 20:00:00.000000','2023-11-18 05:00:00.000000',0.0000,4.6800,72.5300,0.0000,248.9900,228.7600,NULL,NULL,59.2500
43514,'330822','常山县','2023-11-17 20:00:00.000000','2023-11-17 20:00:00.000000',0.0000,7.5300,40.6300,0.0000,249.6400,NULL,NULL,3.7800,24.2600
43515,'330802','柯城区','2023-11-17 20:00:00.000000','2023-11-18 05:00:00.000000',0.0000,4.1800,NULL,NULL,283.5200,252.3800,0.7400,1.3400,57.3000
43516,'330822','常山县','2023-11-17 20:00:00.000000','2023-11-17 23:00:00.000000',0.0000,NULL,55.6800,0.0000,99.1700,150.8800,0.3400,0.4000,0.8400
43517,'330822','常山县','2023-11-17 20:00:00.000000','2023-11-18 05:00:00.000000',0.0000,4.2600,74.6700,0.0000,326.6200,NULL,0.9600,1.0000,88.2300
43518,'330822','常山县','2023-11-17 20:00:00.000000','2023-11-18 02:00:00.000000',0.0000,6.3100,NULL,0.0000,NULL,33.9700,0.4000,0.3900,1.0800
43519,'330881','江山市','2023-11-17 20:00:00.000000','2023-11-17 23:00:00.000000',0.0000,6.8100,NULL,0.0000,198.4600,229.9700,2.0900,3.3400,14.1200
43520,'330881','江山市','2023-11-17 20:00:00.000000','2023-11-17 20:00:00.000000',0.0000,8.6200,NULL,0.0000,226.8200,NULL,2.1200,5.5700,58.8100
43521,'330881','江山市','2023-11-17 20:00:00.000000','2023-11-18 02:00:00.000000',0.0000,7.2500,51.7700,NULL,208.5800,224.8500,1.6000,2.0100,37.1800
43522,'330881','江山市','2023-11-17 20:00:00.000000','2023-11-18 05:00:00.000000',0.0000,6.9300,52.4800,0.0000,NULL,235.5100,NULL,NULL,NULL
43523,'330825','龙游县','2023-11-17 20:00:00.000000','2023-11-17 23:00:00.000000',0.0000,8.9200,41.0600,0.0000,242.0700,243.0000,2.6900,6.4800,0.6400
43524,'330825','龙游县','2023-11-17 20:00:00.000000','2023-11-17 20:00:00.000000',0.0000,10.1900,21.7600,0.0000,NULL,252.6700,2.9000,NULL,27.8100
43525,'330824','开化县','2023-11-17 20:00:00.000000','2023-11-17 23:00:00.000000',0.0000,7.4800,55.0500,0.0000,321.9300,291.9500,1.4200,3.4600,0.6000
43526,'330824','开化县','2023-11-17 20:00:00.000000','2023-11-17 20:00:00.000000',0.0000,NULL,32.0800,NULL,301.2800,280.9300,1.9100,4.5100,18.6000
43527,'330800','衢州市','2023-11-17 20:00:00.000000','2023-11-17 20:00:00.000000',0.0000,8.4800,31.4800,0.0000,266.6000,265.0600,1.6600,NULL,37.2700
43528,'330803','衢江区','2023-11-17 20:00:00.000000','2023-11-17 20:00:00.000000',NULL,9.4000,NULL,NULL,244.0800,252.6500,2.3400,NULL,28.0300
43529,'330825','龙游县','2023-11-17 20:00:00.000000','2023-11-18 05:00:00.000000',0.0000,4.9200,71.5400,0.0000,244.5300,246.4600,2.0300,3.6700,36.2500
43530,'330825','龙游县','2023-11-17 20:00:00.000000','2023-11-18 02:00:00.000000',0.0000,6.9300,55.7400,0.0000,252.7600,247.0500,2.0200,NULL,0.4800
43531,'330824','开化县','2023-11-17 20:00:00.000000','2023-11-18 05:00:00.000000',0.0000,3.3900,80.7400,0.0000,350.3000,354.2500,1.3700,1.9400,17.8500
43532,'330802','柯城区','2023-11-17 20:00:00.000000','2023-11-17 20:00:00.000000',0.0000,8.4800,31.4800,0.0000,266.6000,265.0600,1.6600,4.2700,37.2700
43533,'330824','开化县','2023-11-17 20:00:00.000000','2023-11-18 02:00:00.000000',0.0000,5.4800,69.3300,NULL,336.0100,296.5900,0.9900,1.9800,0.0000
43534,'330800','衢州市','2023-11-17 20:00:00.000000','2023-11-17 23:00:00.000000',0.0000,7.3700,54.8100,0.0000,268.5000,255.4600,1.6200,4.0400,0.5300
43535,'330803','衢江区','2023-11-17 20:00:00.000000','2023-11-17 23:00:00.000000',0.0000,8.2800,NULL,0.0000,242.1400,240.8500,2.2300,NULL,2.3000
43536,'330800','衢州市','2023-11-17 20:00:00.000000','2023-11-18 02:00:00.000000',0.0000,5.7200,69.3100,0.0000,280.3100,251.4900,1.1700,NULL,6.2200
43537,'330802','柯城区','2023-11-17 20:00:00.000000','2023-11-17 23:00:00.000000',0.0000,7.3700,54.8100,0.0000,268.5000,255.4600,1.6200,NULL,0.5300
43538,'330803','衢江区','2023-11-17 20:00:00.000000','2023-11-18 02:00:00.000000',0.0000,6.2300,67.6900,0.0000,255.7100,239.1100,1.5300,3.9100,11.5500
43539,'330802','柯城区','2023-11-17 20:00:00.000000','2023-11-18 02:00:00.000000',0.0000,5.7200,NULL,NULL,280.3100,251.4900,NULL,3.0900,6.2200
43540,'330800','衢州市','2023-11-17 20:00:00.000000','2023-11-18 05:00:00.000000',0.0000,4.1800,73.0900,0.0000,283.5200,252.3800,0.7400,1.3400,57.3000
43541,'330802','柯城区','2023-11-18 08:00:00.000000','2023-11-18 08:00:00.000000',0.0000,7.6500,59.8300,237.8400,290.3400,247.5900,0.8400,1.4800,0.0000
43542,'330800','衢州市','2023-11-18 08:00:00.000000','2023-11-18 17:00:00.000000',0.0000,10.3100,37.4000,2.0700,6.3800,NULL,1.4500,1.5500,NULL
43543,'330803','衢江区','2023-11-18 08:00:00.000000','2023-11-18 17:00:00.000000',0.0000,12.1800,26.2400,9.3200,353.8300,21.8700,1.0500,1.0500,0.0000
43544,'330800','衢州市','2023-11-18 08:00:00.000000','2023-11-18 14:00:00.000000',0.0000,14.8700,10.5300,525.2200,148.0300,149.5500,1.2700,NULL,0.0000
43545,'330802','柯城区','2023-11-18 08:00:00.000000','2023-11-18 17:00:00.000000',0.0000,NULL,37.4000,2.0700,6.3800,36.7100,1.4500,1.5500,0.0000
43546,'330803','衢江区','2023-11-18 08:00:00.000000','2023-11-18 14:00:00.000000',0.0000,15.3200,8.6800,535.8500,106.4100,NULL,0.9600,1.2300,0.0000
43547,'330802','柯城区','2023-11-18 08:00:00.000000','2023-11-18 14:00:00.000000',NULL,14.8700,10.5300,525.2200,148.0300,149.5500,1.2700,1.5600,0.0000
43548,'330822','常山县','2023-11-18 08:00:00.000000','2023-11-18 11:00:00.000000',0.0000,13.4400,20.4000,680.6600,34.3300,30.7000,0.6700,NULL,0.0000
43549,'330822','常山县','2023-11-18 08:00:00.000000','2023-11-18 08:00:00.000000',0.0000,NULL,66.1200,222.3200,320.6100,269.9900,0.4800,0.2700,0.1600
43550,'330822','常山县','2023-11-18 08:00:00.000000','2023-11-18 17:00:00.000000',0.0000,11.1600,33.1900,8.2600,131.2300,123.4500,1.7100,1.8000,0.0000
43551,'330822','常山县','2023-11-18 08:00:00.000000','2023-11-18 14:00:00.000000',0.0000,15.0100,NULL,535.8000,75.5700,NULL,NULL,0.7000,0.0000
43552,'330881','江山市','2023-11-18 08:00:00.000000','2023-11-18 11:00:00.000000',0.0000,13.5200,19.8800,683.6700,NULL,350.2100,0.6600,0.8300,0.0000
43553,'330881','江山市','2023-11-18 08:00:00.000000','2023-11-18 08:00:00.000000',NULL,8.1800,60.7200,207.8900,NULL,212.5400,NULL,1.6200,4.5100
43554,'330881','江山市','2023-11-18 08:00:00.000000','2023-11-18 17:00:00.000000',0.0000,10.8100,33.4900,7.6200,59.1600,59.5200,1.8700,2.1500,0.0000
43555,'330881','江山市','2023-11-18 08:00:00.000000','2023-11-18 14:00:00.000000',0.0000,15.0200,NULL,537.4900,26.8500,29.8200,1.3200,1.6500,0.0000
43556,'330825','龙游县','2023-11-18 08:00:00.000000','2023-11-18 14:00:00.000000',0.0000,15.5200,NULL,530.1800,51.9400,47.5100,NULL,1.2100,0.0000
43557,'330824','开化县','2023-11-18 08:00:00.000000','2023-11-18 14:00:00.000000',0.0000,NULL,NULL,532.2200,16.0700,15.2900,1.4400,2.0000,0.0000
43558,'330825','龙游县','2023-11-18 08:00:00.000000','2023-11-18 11:00:00.000000',0.0000,13.8800,20.1700,NULL,10.2300,14.7200,0.3300,NULL,NULL
43559,'330825','龙游县','2023-11-18 08:00:00.000000','2023-11-18 08:00:00.000000',NULL,7.3400,62.6600,228.3000,15.7900,296.2600,0.5300,0.5500,NULL
43560,'330824','开化县','2023-11-18 08:00:00.000000','2023-11-18 11:00:00.000000',0.0000,13.8900,6.0800,677.3500,9.5800,12.3400,1.0400,1.4900,0.0000
43561,'330824','开化县','2023-11-18 08:00:00.000000','2023-11-18 08:00:00.000000',0.0000,6.6400,53.3000,217.4600,350.9000,NULL,1.0600,1.7300,3.7800
43562,'330800','衢州市','2023-11-18 08:00:00.000000','2023-11-18 11:00:00.000000',0.0000,13.6100,25.8400,NULL,119.2600,116.6100,0.7000,0.8400,NULL
43563,'330825','龙游县','2023-11-18 08:00:00.000000','2023-11-18 17:00:00.000000',0.0000,13.0500,18.7200,5.5300,159.8600,146.8100,1.4700,1.6400,0.0000
