"ID","regimen_id","reservior_id","yesterday_rainfall","eight_to_now_rainfall","water_line","eight_to_now_water_line","storeage_capacity","date","inflow","outflow","store_energy","full_power_hour"
"40108","900233080000029833","900233080000000012","0.0000","0.0000","129.7575","0.0000","74.2905","2024-01-05 07:15:00.000000","0.0000","15.0130","1861724.3750","387.8593"
"40109","900233080000029782","900233080000000001","0.0000","0.0000","334.5800","0.0000","131.8359","2024-01-05 07:30:00.000000","0.0000","0.0000","7312819.5000","182.8205"
"40110","900233080000029786","900233080000000002","0.0000","0.0000","231.4100","0.0000","38.2120","2024-01-05 07:30:00.000000","0.0000","0.0000","221943.9375","14.7963"
"40111","900233080000029814","900233080000000005","0.0000","0.0000","258.8900","0.0000","33.4780","2024-01-05 07:30:00.000000","0.0000","0.0000","0.0000","0.0000"
"40112","900233080000029826","900233080000000003","0.0000","0.0000","183.7950","0.0000","121.8760","2024-01-05 07:30:00.000000","18.9039","0.0000","11811565.0000","937.4258"
"40113","900233080000029830","900233080000000006","0.0000","0.0000","167.5200","0.0000","41.4160","2024-01-05 07:30:00.000000","0.0000","0.0000","1145511.7500","90.9136"
"40114","900233080000029834","900233080000000012","0.0000","0.0000","129.7550","0.0000","74.2770","2024-01-05 07:30:00.000000","0.0000","14.9197","1860974.1250","387.7029"
"40115","900233080000029783","900233080000000001","0.0000","0.0000","334.5800","0.0000","131.8359","2024-01-05 07:45:00.000000","0.0000","0.0000","7312819.5000","182.8205"
"40116","900233080000029787","900233080000000002","0.0000","0.0000","231.4100","0.0000","38.2120","2024-01-05 07:45:00.000000","0.0000","0.0000","221943.9375","14.7963"
"40117","900233080000029815","900233080000000005","0.0000","0.0000","258.8900","0.0000","33.4780","2024-01-05 07:45:00.000000","0.0000","0.0000","0.0000","0.0000"
"40118","900233080000029827","900233080000000003","0.0000","0.0000","183.7975","0.0000","121.8930","2024-01-05 07:45:00.000000","18.9172","0.0048","11814216.0000","937.6362"
"40119","900233080000029831","900233080000000006","0.0000","0.0000","167.5200","0.0000","41.4160","2024-01-05 07:45:00.000000","0.0000","0.0000","1145511.7500","90.9136"
"40120","900233080000029835","900233080000000012","0.0000","0.0000","129.7525","0.0000","74.2635","2024-01-05 07:45:00.000000","0.0000","15.0130","1860218.8750","387.5456"
"40121","900233080000029784","900233080000000001","0.0000","0.0000","334.5800","334.5800","131.8359","2024-01-05 08:00:00.000000","0.0000","0.0000","7312819.5000","182.8205"
"40122","900233080000029788","900233080000000002","0.0000","0.0000","231.4100","231.4100","38.2120","2024-01-05 08:00:00.000000","0.0000","0.0000","221943.9375","14.7963"
"40123","900233080000029816","900233080000000005","0.0000","0.0000","258.8900","258.8900","33.4780","2024-01-05 08:00:00.000000","0.0000","0.0000","0.0000","0.0000"
"40124","900233080000029828","900233080000000003","0.0000","0.0000","183.8000","183.8000","121.9100","2024-01-05 08:00:00.000000","18.9039","0.0000","11816864.0000","937.8464"
"40125","900233080000029832","900233080000000006","0.0000","0.0000","167.5200","167.5200","41.4160","2024-01-05 08:00:00.000000","0.0000","0.0000","1145511.7500","90.9136"
"40126","900233080000029836","900233080000000012","0.0000","0.0000","129.7500","129.7500","74.2500","2024-01-05 08:00:00.000000","0.0000","15.0130","1859463.6250","387.3882"
"40127","900233080000029817","900233080000000001","0.0000","0.0000","334.5775","0.0000","131.8229","2024-01-05 08:15:00.000000","0.0000","14.4619","7309801.0000","182.7450"
"40128","900233080000029821","900233080000000002","0.0000","0.0000","231.4025","0.0000","38.1955","2024-01-05 08:15:00.000000","0.0000","18.3487","220742.5625","14.7162"
"40129","900233080000029849","900233080000000005","0.0000","0.0000","258.8900","0.0000","33.4780","2024-01-05 08:15:00.000000","0.0000","0.0000","0.0000","0.0000"
"40130","900233080000029818","900233080000000001","0.0000","0.0000","334.5750","0.0000","131.8100","2024-01-05 08:30:00.000000","0.0000","14.2754","7306821.5000","182.6705"
"40131","900233080000029822","900233080000000002","0.0000","0.0000","231.3950","0.0000","38.1790","2024-01-05 08:30:00.000000","0.0000","18.3190","219542.9219","14.6362"
"40132","900233080000029850","900233080000000005","0.0000","0.0000","258.8900","0.0000","33.4780","2024-01-05 08:30:00.000000","0.0000","0.0000","0.0000","0.0000"
"40133","900233080000029819","900233080000000001","0.0000","0.0000","334.5725","0.0000","131.7970","2024-01-05 08:45:00.000000","0.0000","14.4619","7303803.0000","182.5951"
"40134","900233080000029823","900233080000000002","0.0000","0.0000","231.3875","0.0000","38.1625","2024-01-05 08:45:00.000000","0.0000","18.3148","218343.5781","14.5562"
"40135","900233080000029851","900233080000000005","0.0000","0.0000","258.8900","0.0000","33.4780","2024-01-05 08:45:00.000000","0.0000","0.0000","0.0000","0.0000"
